Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
-0.8059838956995519,-0.9241296021490987,-1.0374681341226126,-0.2121421624004774,-0.9448341446052662,-0.8172659597393477,-0.7182439691598833,Osmancik
0.8853435801599762,1.0635792989472688,1.2106891564818356,0.09394710662900678,1.1153524626696123,0.8755679527228916,-1.421895784645161,Cammeo
0.20102166916421668,0.3324617891223233,0.42254691296154806,-0.20088171378387568,0.6636700069327593,0.16464574032247362,-1.022272353734444,Osmancik
1.6929248328134257,1.56201979075476,1.6115666322077005,1.107840182531858,0.8178307883564692,1.6511194571597112,1.9077794720477237,Cammeo
-0.13038316453806278,0.14627530037724606,-0.07866177468409155,0.15995195010515956,-0.08372330833002972,-0.00599826759820087,-0.9493400778779333,Cammeo
-0.9931985561418921,-0.8902802578623172,-0.962535964976229,-0.7039402891771913,-0.4088250151894395,-0.9074068144216973,-0.2467966595286452,Osmancik
1.5254781799954318,1.3204633923584521,1.1779960272713887,1.3792639947894494,0.28798648638340524,1.4912469979117702,1.249238481170066,Cammeo
-1.1693663887941566,-1.0290157059835465,-0.6536297935105156,-1.590449292174904,0.6432340427708003,-1.207309406415175,0.9358449408010876,Osmancik
-0.6838873780197646,-0.24535633140880464,-0.51828958476565,-0.4441670529558249,-0.09682501307868097,-0.5281349164186036,-1.1902470205481461,Osmancik
1.6958318927581826,1.4088627960054474,1.090559076741185,1.8570800969773598,-0.11599792595035174,1.674930248962596,0.31373928863963857,Cammeo
-0.30131828928976484,-0.38861647265097105,-0.22557865973737168,-0.2745106939249368,0.09053562674993572,-0.35352244319744824,-0.34608327230213004,Osmancik
2.2289866866265866,1.9507672840185157,1.7733795982597322,1.8972153342055045,0.4705276836321875,2.2271138493437816,-0.39330312622384866,Cammeo
-0.7862158880752054,-0.8562048084359166,-0.5802976727080064,-0.7738330960840605,0.0954061647163744,-0.8331398209412708,1.2830798676322879,Osmancik
1.3812880067354927,1.424048096475818,1.4742658353379967,0.6872530438074954,0.9621993032223174,1.3738938097404094,0.4458104939474655,Cammeo
0.06031996783798574,-0.07415751464108143,0.1262446463114789,-0.019492226490533344,0.26106217002878707,-0.02357289964318728,-1.0345316411053065,Osmancik
-0.9071495817770897,-1.0852624163911335,-0.7870532728859889,-0.8923187922373692,-0.041000850817762405,-0.960697634171011,-0.6600017552160857,Osmancik
1.7969975788357204,1.5530273606339657,1.0589308891636364,2.1056647840074327,-0.32178495267122853,1.8132596108650696,-0.9218542411875054,Cammeo
0.1702068337497942,0.5442974253501479,0.9973500115995554,-0.9838150954525039,1.5862418789961474,0.20262962248421842,-0.8514581932756071,Osmancik
-0.8274961392907524,-0.6625516665984374,-0.5103612681857909,-0.9143244003662858,0.2789663173078488,-0.809329029138386,1.005308088973952,Osmancik
-1.4908872186842628,-1.203381722534264,-0.6935170061365256,-2.0949671843640925,0.972871429480475,-1.474897352390452,-1.0741128255452335,Osmancik
0.9993003299944442,1.2051143096675876,1.4597978385582355,-0.04145655850633536,1.3699984409298338,0.9367957030731667,1.487312077123838,Cammeo
-0.8181935474675305,-0.9291634644982264,-0.9580796820155721,-0.3576358921483462,-0.7061735937613545,-0.8104628763670949,1.7120495626057497,Osmancik
-0.09898691713468895,-0.13068642663702026,-0.4457294160020541,0.6130861391054139,-0.8851981141217485,-0.04624984421736329,0.29000967736126676,Osmancik
1.0806980084476356,0.9290578685398909,1.0102626983805532,0.798099955694637,0.5191935869913661,1.0467788842579204,-0.8749330427697884,Cammeo
-0.774587648296178,-0.5930993680285526,-0.5684218611758334,-0.6933296090599161,0.04503444687519402,-0.7855182373355012,0.6519277314398253,Osmancik
1.6708311772332738,1.7519672244342275,1.639031526418577,1.0825018445895145,0.8538661311935907,1.7758426523176791,-0.36952733549797767,Cammeo
0.3469560783910099,0.5694089184744884,0.5154375436472752,0.07251936582889314,0.5627335230702326,0.3715728595618297,-1.3042960507836536,Cammeo
-0.04026430625060083,-0.07972816036478603,0.04186568412247291,-0.18146053554145447,0.2947786013637563,-0.05305292758961609,0.26410406623895166,Cammeo
0.7213853992756906,0.8867528775068922,0.7878337991247959,0.5116342524180101,0.5121602332145846,0.7973324939419844,-1.360711722945245,Cammeo
-0.7949370679094758,-0.9508531760533474,-1.0380488587683734,-0.24520982818111767,-0.9153581541671769,-0.8297382792551444,-0.23917414510524768,Osmancik
-1.7118237744857823,-2.279528144803293,-2.5072712147982137,0.13677063157170602,-4.121126615049203,-1.7645953193255506,2.0405588009583515,Osmancik
-0.6240019431577738,-0.5364858829372801,-0.3867003775398375,-0.7712846141650026,0.2985478980340422,-0.6273465489306236,0.4102718707387786,Osmancik
-1.165296504871497,-0.9662084880424782,-0.7470546513175531,-1.3533287711267727,0.36885891192687775,-1.1381447254639383,-1.1837244318632105,Osmancik
-0.05538101796333639,-0.028996002060042835,-0.01003681536220777,0.04847657183008549,0.07312814758117786,-0.059289087347514494,1.688215259833846,Osmancik
0.6702211442479702,0.6825521808897909,0.39374688786775514,0.9717827540968417,-0.19051528540286589,0.7763563202108715,-0.9404529232717659,Osmancik
-0.9397086531583664,-1.0729888714173144,-1.1819551210966717,-0.17710521712013202,-1.1834208857108237,-0.9232806756236205,0.39587430448765826,Osmancik
0.43416787673371504,0.3179271899244287,0.5734919967564911,-0.030825906132562454,0.6826158239062474,0.3789428665484369,-0.3327586937784296,Cammeo
0.9353450112097939,0.888675636521755,1.010940793027752,0.4633462734195207,0.7337283534245125,0.8602610151353227,-1.4660875788444565,Cammeo
-1.1362259054239285,-1.0494609739426657,-0.8036125602162045,-1.2546051149217037,0.23126827390475288,-1.140412419921356,-0.9978415147774798,Osmancik
-0.6490026586826826,-0.9639750507926593,-1.0304459846170086,0.153470233841928,-1.275340010029775,-0.6664642783210771,0.4339175816059629,Osmancik
-1.1740176847057675,-1.2224703596556599,-1.0817396988208101,-0.9513932051160678,-0.3439806838529645,-1.2033409411146943,1.8789089105318244,Osmancik
0.5545201584466481,0.7215208259491247,0.8347466738661333,0.018315558730595812,0.8699736065836985,0.5870038330165018,-0.3270843425121115,Cammeo
-0.27631757376485605,-0.3584150179009017,-0.5036575473871393,0.27995954302406756,-0.6747476928936674,-0.266783130201225,-0.7743017247759241,Osmancik
1.3307051636967238,1.5370783063213092,1.6731992618384366,0.40862451576191605,1.2649747547110761,1.3670907263681567,-1.1839699732543585,Cammeo
-0.40946091923471917,-0.13914207338323914,0.18464384683028479,-0.9260215789160823,0.9404435733195092,-0.44252945065108906,-1.577954462307327,Cammeo
0.5789394619826055,0.621866210128951,0.8800796733364558,-0.11447970771619273,0.9889221428008373,0.5342799368815426,0.16882766583876918,Cammeo
-0.0053795869135187845,0.02317822550584862,0.051384408053562834,-0.10158019025000352,0.24624326981267736,-0.014502121813516873,1.3748240310199848,Osmancik
0.47370389198240803,-0.18215385930957478,-0.33872782145675934,1.4129974065255761,-1.4436924041320114,0.39424980413600574,1.5456335683685845,Osmancik
-0.763540820506102,-1.0069013982955701,-1.1151275888905452,-0.011885397136679004,-1.242662391238077,-0.8172659597393477,-0.4923234323512679,Osmancik
-0.6984226777435488,-0.9831758779836454,-1.200933785923796,0.3153626504124111,-1.6930732718503398,-0.7180543272273276,1.1969292543914996,Osmancik
0.43707493667847186,0.5808056626919526,0.32588336000247414,0.5999216541590571,0.01230854222885691,0.5790669024155403,-0.7333473603724011,Cammeo
-0.11642927680322998,-0.42925242678298287,-0.6587045142426005,0.6538325319200039,-1.2072684788367916,-0.13865839335713054,-0.6613264441770639,Osmancik
-1.355418225258594,-1.0608007592111794,-0.5793757132623776,-2.017849689412735,1.0210434742613255,-1.3875911157798744,0.6513427530303553,Osmancik
-0.3513197203395824,-0.6147329859628128,-0.7462326948934157,0.43844333381025535,-1.1339289799507546,-0.3591916793409922,-0.5834779942192589,Osmancik
1.3504731713210703,0.8468798147169452,0.37166461676464985,2.1692503020495413,-1.1485577367570434,1.3840984347987886,1.2908855760272229,Cammeo
